Customer_Id,Age,Monthly_Income,Credit_Score,Credit_Score_Band,Loan_Amount,Interest_Rate,Loan_Term,Loan_Type,Debt_Income_Ratio,Repayment_Status,Transaction_Id,Gender,Transaction_Amount,Transaction_Type,Transaction_Date,Transaction_Year,Transaction_Month,Product_Id,Product_Name,Interaction_Date,Interaction_Year,Interaction_Day_Name,Interaction_Type,Transaction_Frequency
C047,36,135627.41,370,Poor,684642.52,3.03,12,Auto,5.047965746746915,0,5f403e09-d731-40fb-a02d-ce11bb4d3aac,Male,203.57,Withdrawal,2024-05-03,2024,5,P014,Certificate of Deposit,2024-10-31,2024,Thursday,Clicked,8
C049,28,34865.01,615,Fair,587700.24,4.01,36,Business,16.856448341761553,0,eb7a0686-e58d-4370-a6f5-2b6b3e5e6895,Male,291.77,Withdrawal,2024-02-23,2024,2,P034,Stock Investment,2024-11-09,2024,Saturday,Purchased,4
C070,48,159062.63,637,Fair,891219.44,4.14,24,Personal,5.602946713505239,0,404246eb-6a4d-495b-b51f-0293426b90f0,Female,644.77,Deposit,2024-04-01,2024,4,P013,Bond,2024-07-25,2024,Thursday,Viewed,10
C054,33,39762.66,390,Poor,327802.27,6.89,12,Personal,8.243972359998049,1,07303e34-8081-4cc1-a5d5-b410ef0b8b8c,Male,1064.05,Deposit,2024-11-03,2024,11,P015,Home Equity Line,2024-09-01,2024,Sunday,Viewed,1
C048,47,169166.16,388,Poor,212227.09,14.81,36,Mortgage,1.2545481318485918,0,8c3bb0f7-9fd2-4d3d-a229-fdc57d2872b4,Male,1081.19,Deposit,2024-04-07,2024,4,P019,Home Improvement Loan,2024-09-17,2024,Tuesday,Viewed,5
C016,61,131084.67,846,Excellent,940216.32,6.71,24,Education,7.172587915886731,0,66e81926-d167-4911-a4fa-72ff3025dac3,Female,6.66,Withdrawal,2024-09-29,2024,9,P013,Bond,2024-08-25,2024,Sunday,Purchased,3
C01,36,83100.1,622,Fair,286382.38,11.0,48,Personal,3.446233879381613,1,5ed62469-d09a-4c06-9625-eafe41e07dbd,Male,204.32,Withdrawal,2024-06-17,2024,6,P030,Agricultural Loan,2024-08-10,2024,Saturday,Viewed,10
C056,25,153192.34,682,Good,512472.86,5.29,36,Mortgage,3.3452903715681868,0,28777938-4802-46a6-bdbe-301badf30ede,Male,1025.13,Deposit,2024-12-13,2024,12,P032,Education Savings Plan,2024-07-27,2024,Saturday,Viewed,9
C048,20,106362.23,641,Fair,423024.85,8.86,48,Mortgage,3.977209296946858,0,dc5f3fa8-fbb1-4244-8d9f-e80099b220ea,Male,1069.31,Deposit,2024-12-15,2024,12,P029,Small Business Loan,2024-01-27,2024,Saturday,Clicked,5
C049,25,82565.94,334,Poor,203806.16,12.8,24,Personal,2.468404768358478,0,9b0928ff-0301-4335-afc4-65c793ecc110,Female,570.82,Deposit,2024-05-14,2024,5,P027,Holiday Loan,2024-05-22,2024,Wednesday,Viewed,4
C052,55,164561.53,444,Poor,476096.32,10.35,24,Business,2.8931204030492426,0,20624e59-466c-475d-a7c3-c8f47c915cb2,Male,1934.93,Deposit,2024-04-26,2024,4,P032,Education Savings Plan,2024-03-29,2024,Friday,Clicked,10
C048,50,29631.96,696,Good,500519.58,4.21,60,Auto,16.891207331543374,0,c484928b-f5d7-4b23-a088-6a76780473d2,Male,992.3,Withdrawal,2024-11-05,2024,11,P021,Cash Credit,2024-01-20,2024,Saturday,Viewed,5
C018,55,43967.94,789,Excellent,705294.57,13.07,48,Business,16.041110181645987,0,c1127c0e-a9e5-4c1b-a5c2-d19d5891419b,Female,428.73,Deposit,2024-01-25,2024,1,P029,Small Business Loan,2024-02-26,2024,Monday,Viewed,9
C085,24,22128.73,376,Poor,170634.53,5.39,60,Auto,7.710995163301283,1,b79b9f0a-094f-42d1-933a-cb4b2d17ac01,Female,1322.81,Withdrawal,2024-01-09,2024,1,P010,Retirement Plan,2024-05-25,2024,Saturday,Purchased,9
C037,33,88990.64,824,Excellent,360608.79,5.0,36,Business,4.0522103223440125,0,005c4212-8051-486f-9bbd-70d2fa2ef820,Male,1076.18,Deposit,2024-01-17,2024,1,P037,Fixed Deposit,2024-10-21,2024,Monday,Clicked,5
C02,60,104938.01,732,Good,852804.27,10.86,24,Auto,8.126743303022423,0,4227fb45-281e-4c8d-b13b-24a0b9d0f235,Female,1077.17,Withdrawal,2024-01-30,2024,1,P036,International Investment,2024-05-13,2024,Monday,Clicked,10
C055,18,113318.92,772,Excellent,676562.81,11.47,24,Education,5.97043115130289,0,d98d8240-7137-400f-9ab5-f4a5482668ad,Female,1208.99,Withdrawal,2024-08-16,2024,8,P035,Real Estate Investment,2024-11-17,2024,Sunday,Clicked,9
C040,30,127621.97,414,Poor,392243.02,3.98,36,Education,3.073475671939557,0,bea0d18c-f4e6-4c16-a9fc-f528a7e08160,Male,1806.14,Withdrawal,2024-01-15,2024,1,P048,Property Investment,2024-12-10,2024,Tuesday,Purchased,4
C083,43,132160.49,806,Excellent,900390.8,3.51,12,Personal,6.812859123025347,0,e1de7835-38f6-43e3-b328-1055e58ee842,Female,941.5,Deposit,2024-10-13,2024,10,P07,Business Loan,2024-05-11,2024,Saturday,Purchased,9
C08,18,36391.31,822,Excellent,269405.59,10.37,36,Auto,7.403019841824876,0,04adfa0f-230c-4b7f-bb39-994dc1f2e136,Female,436.04,Withdrawal,2024-09-10,2024,9,P027,Holiday Loan,2024-03-25,2024,Monday,Viewed,6
C085,25,54396.8,596,Fair,523238.92,9.49,24,Auto,9.6189283193129,0,d073808f-cbb2-4fae-9aad-78766c8c596b,Female,224.44,Deposit,2024-03-23,2024,3,P01,Savings Account,2024-10-19,2024,Saturday,Clicked,9
C065,67,140975.69,518,Poor,633795.73,13.59,60,Personal,4.4957803008447765,0,8a572792-1866-4319-b602-1527c57698a8,Female,1271.96,Withdrawal,2024-06-06,2024,6,P033,Wealth Management,2024-02-22,2024,Thursday,Viewed,5
C097,66,63040.59,612,Fair,656887.31,12.98,60,Business,10.420069196687406,0,40d8fc96-e6f9-40b3-bf25-2b9b12ba985e,Male,1249.17,Deposit,2024-03-14,2024,3,P018,Auto Refinance,2024-10-01,2024,Tuesday,Purchased,5
C044,36,117234.3,349,Poor,422653.58,9.09,24,Personal,3.6052041083539543,0,d6e1c45f-80ac-4f97-9d0d-27ba7bd7c449,Female,245.87,Withdrawal,2024-10-16,2024,10,P041,Retirement Savings,2024-02-28,2024,Wednesday,Clicked,9
C035,42,129640.44,556,Poor,667485.43,1.9,48,Mortgage,5.1487439413195455,0,30cfa95c-abaf-48e3-873b-19c74c4f6bab,Male,386.45,Withdrawal,2024-01-10,2024,1,P033,Wealth Management,2024-03-07,2024,Thursday,Viewed,6
C080,33,121979.92,472,Poor,890808.34,8.53,36,Personal,7.302909692021441,0,4839ca66-f653-4901-aaf3-2fe082e86515,Male,1979.68,Withdrawal,2024-08-03,2024,8,P06,Auto Loan,2024-08-16,2024,Friday,Clicked,4
C018,51,105766.79,540,Poor,913047.32,5.45,12,Business,8.632646599182976,0,a4b795ea-d644-49be-b460-5be582d977dd,Female,1505.76,Deposit,2024-03-01,2024,3,P049,Auto Insurance,2023-12-26,2023,Tuesday,Viewed,9
C029,46,62631.9,457,Poor,719064.96,13.71,12,Business,11.48081025803145,1,393310a5-4de8-4c3d-8a9a-c1d29ca5de2b,Male,1986.63,Deposit,2024-01-10,2024,1,P08,Student Loan,2024-03-31,2024,Sunday,Viewed,6
C083,58,130444.81,352,Poor,681361.66,11.41,12,Mortgage,5.223371171302254,0,44adcccd-5f0d-4a60-802e-161171b5abc2,Female,408.08,Deposit,2024-07-11,2024,7,P030,Agricultural Loan,2024-11-28,2024,Thursday,Viewed,9
C061,38,192363.48,726,Good,862722.7,8.87,60,Mortgage,4.484857000923459,0,4f041d86-04b5-4c6e-959e-572376b74d09,Female,1062.46,Deposit,2024-01-15,2024,1,P03,Credit Card,2024-02-15,2024,Thursday,Viewed,5
C014,46,35456.85,716,Good,175034.33,13.28,60,Mortgage,4.936544842533953,0,200e43f6-0f50-44aa-bace-b13773c27ff5,Male,589.81,Withdrawal,2024-11-01,2024,11,P031,Technology Loan,2024-01-14,2024,Sunday,Viewed,5
C021,56,142391.26,524,Poor,138946.91,5.57,36,Auto,0.9758106642219473,0,70faaa1d-38a7-4e80-803c-6c2854b06894,Female,899.05,Withdrawal,2024-09-08,2024,9,P044,Insurance Savings,2024-07-09,2024,Tuesday,Viewed,10
C087,33,134013.47,610,Fair,724128.49,1.51,36,Personal,5.403400792472578,0,6f489a12-4552-4b78-aa6e-34eb924948cb,Female,1528.69,Withdrawal,2024-03-16,2024,3,P07,Business Loan,2024-07-29,2024,Monday,Viewed,1
C06,61,154161.61,683,Good,214241.41,4.41,36,Business,1.3897195936134814,0,4aa29d34-b002-4352-a0ec-ec529f4b0c6f,Male,1806.82,Withdrawal,2024-05-27,2024,5,P047,Healthcare Savings,2024-10-10,2024,Thursday,Viewed,7
C055,58,195290.84,686,Good,129558.96,14.21,36,Auto,0.663415447442389,0,449bd92e-eb18-4b98-9218-b3fe41b4b8ab,Male,1933.07,Withdrawal,2024-02-09,2024,2,P08,Student Loan,2024-07-12,2024,Friday,Purchased,9
C095,70,57285.91,565,Poor,443367.56,13.55,12,Mortgage,7.739556899768197,1,33cd391b-e66b-4e20-90e0-b85d196a5f79,Female,632.91,Deposit,2024-07-20,2024,7,P038,Recurring Deposit,2024-10-19,2024,Saturday,Viewed,9
C068,43,79885.13,850,Excellent,973896.59,7.74,60,Mortgage,12.191212432151014,0,0b977e88-05b6-4e15-824b-a5c93e3cf579,Female,1028.72,Deposit,2024-08-05,2024,8,P045,Pension Plan,2024-05-19,2024,Sunday,Viewed,10
C094,44,112165.24,646,Fair,612232.65,9.71,24,Auto,5.458309989797195,0,76510fa4-21c7-457e-b3ac-b0bb426da3ea,Male,633.08,Withdrawal,2024-02-28,2024,2,P05,Home Loan,2024-04-11,2024,Thursday,Viewed,7
C067,65,195054.42,668,Fair,418489.67,8.29,36,Auto,2.1455021116670925,0,72bef29c-411b-4538-95db-f3153386f0d1,Male,1102.66,Withdrawal,2024-07-07,2024,7,P042,High-Yield Savings Account,2024-09-06,2024,Friday,Clicked,1
C054,61,175878.71,675,Good,895302.45,3.6,60,Auto,5.090453813312595,0,73e15674-39a6-422a-a20a-dbbd50fa452e,Male,1495.3,Withdrawal,2024-03-13,2024,3,P047,Healthcare Savings,2024-10-05,2024,Saturday,Viewed,1
C079,62,159782.41,557,Poor,356937.12,4.74,12,Business,2.2338949575237974,0,051c5b8b-1ece-4901-ae78-58a98ae71547,Male,720.92,Withdrawal,2024-09-02,2024,9,P015,Home Equity Line,2024-05-23,2024,Thursday,Purchased,9
C022,44,88892.67,391,Poor,268089.42,14.37,12,Auto,3.015877687102885,1,171c462b-d141-4ad2-b4ca-1801d0143cc4,Female,648.93,Deposit,2024-04-17,2024,4,P043,Money Market Account,2023-12-27,2023,Wednesday,Purchased,2
C060,56,116258.93,324,Poor,344626.56,6.64,12,Personal,2.96430183900712,1,debf4abf-e8e2-4dbf-abdf-a94e6f7b5780,Male,270.33,Withdrawal,2024-09-17,2024,9,P044,Insurance Savings,2024-09-18,2024,Wednesday,Purchased,9
C069,47,131315.7,548,Poor,366343.75,1.87,36,Mortgage,2.7897939850299696,0,d057f40c-9a3b-4f56-8f16-77bc1e5f8c6f,Female,822.57,Withdrawal,2024-10-11,2024,10,P037,Fixed Deposit,2024-01-08,2024,Monday,Purchased,2
C097,49,150856.82,716,Good,600133.43,13.63,12,Auto,3.978165720316788,0,fadaee39-bb79-47e8-ae79-868669f8729e,Male,459.8,Withdrawal,2024-08-09,2024,8,P048,Property Investment,2024-10-07,2024,Monday,Clicked,5
C033,61,20408.68,609,Fair,975488.59,10.92,36,Auto,47.7977306714594,0,8185e9bd-9e88-469f-ad86-dd22f673fee6,Female,1773.08,Deposit,2024-03-21,2024,3,P035,Real Estate Investment,2024-05-19,2024,Sunday,Clicked,4
C099,56,188713.03,486,Poor,213652.83,10.74,36,Mortgage,1.1321572760503076,0,a9582959-5e31-4270-be8f-9e5e8cac5431,Female,237.38,Deposit,2024-06-14,2024,6,P042,High-Yield Savings Account,2024-11-15,2024,Friday,Viewed,7
C043,65,78517.52,798,Excellent,193656.76,14.72,24,Auto,2.4664146294992504,0,67156928-a0a3-4fbf-bf64-fa4e7d72fe64,Female,232.72,Withdrawal,2024-08-16,2024,8,P012,Mutual Fund,2024-05-09,2024,Thursday,Clicked,8
C079,39,155411.81,420,Poor,765811.1,4.76,36,Business,4.927624869692979,0,6dccaf7d-9305-4606-8367-9461e056f4a8,Male,115.95,Withdrawal,2024-11-13,2024,11,P05,Home Loan,2024-01-05,2024,Friday,Viewed,9
C024,38,147823.26,712,Good,494930.41,1.31,12,Personal,3.3481226838049705,0,7ab682a2-7e89-45b1-bd79-ee09c0d727eb,Female,1077.93,Deposit,2024-01-02,2024,1,P019,Home Improvement Loan,2024-07-07,2024,Sunday,Viewed,3
C028,20,121963.22,379,Poor,476518.6,6.84,36,Mortgage,3.9070680488757183,0,34ab6435-867d-42aa-97eb-f3f9cb93eec2,Female,1944.15,Withdrawal,2024-09-13,2024,9,P017,Business Credit Line,2024-11-20,2024,Wednesday,Purchased,10
C055,70,84486.8,831,Excellent,854570.43,11.84,60,Auto,10.114839596244622,0,903adcb3-fd4f-4438-bf13-082d67e4e13f,Male,580.3,Withdrawal,2024-12-11,2024,12,P037,Fixed Deposit,2024-02-21,2024,Wednesday,Purchased,9
C024,53,138829.08,519,Poor,380310.04,3.22,24,Business,2.739411944529201,0,bdc9decc-4172-40a1-90a7-798e85985d11,Female,625.43,Withdrawal,2024-08-24,2024,8,P037,Fixed Deposit,2024-07-05,2024,Friday,Purchased,3
C033,56,91400.93,359,Poor,198942.37,2.58,48,Auto,2.1765902163139916,1,67a00628-1caa-4d10-92ea-616b9f7d58f6,Male,602.59,Withdrawal,2024-04-29,2024,4,P018,Auto Refinance,2024-11-24,2024,Sunday,Purchased,4
C052,37,64384.28,561,Poor,800652.55,3.05,60,Mortgage,12.435528517209482,1,6607a84c-44c2-4e6f-a53a-95e9138656fd,Male,550.56,Deposit,2024-01-18,2024,1,P01,Savings Account,2024-06-08,2024,Saturday,Viewed,10
C098,29,49446.18,740,Excellent,423532.62,14.65,48,Mortgage,8.565527610019622,0,aaf47639-f4e3-48a6-a322-4ce95e2b7667,Female,1565.33,Deposit,2024-08-21,2024,8,P042,High-Yield Savings Account,2023-12-23,2023,Saturday,Viewed,6
C092,60,49095.64,508,Poor,643294.14,11.71,24,Business,13.102877159764086,1,4ea28403-5eb3-478c-a0cb-95c26a86e12c,Female,1436.39,Deposit,2024-10-23,2024,10,P010,Retirement Plan,2024-12-18,2024,Wednesday,Purchased,8
C093,32,113113.61,648,Fair,840514.47,3.05,36,Personal,7.430710327430978,0,81b05c28-0d0f-4b6a-8ffa-04a1c0091165,Female,383.75,Withdrawal,2024-04-12,2024,4,P041,Retirement Savings,2024-01-29,2024,Monday,Viewed,8
C030,39,143682.61,569,Poor,736242.9,5.78,36,Education,5.124091913419447,0,ed68b7fd-f220-4559-aeab-66035e81399f,Female,1601.9,Withdrawal,2024-10-25,2024,10,P09,Investment Fund,2024-02-17,2024,Saturday,Viewed,2
C068,43,173793.17,810,Excellent,133163.46,14.34,36,Auto,0.7662180280157154,0,ae801975-3bda-4b0e-aba9-9ac223290e74,Female,1671.74,Deposit,2024-01-29,2024,1,P015,Home Equity Line,2024-06-23,2024,Sunday,Viewed,10
C082,60,70851.07,511,Poor,898319.0,2.08,12,Auto,12.678975772701808,0,31a88237-85ca-4e09-9c2e-a70f4b9d5547,Female,854.91,Withdrawal,2024-02-23,2024,2,P07,Business Loan,2024-06-22,2024,Saturday,Viewed,6
C080,48,106002.44,564,Poor,825706.95,11.95,60,Business,7.78950890187056,0,d7ba7497-9345-455b-b167-6f651a987ca6,Female,1344.28,Deposit,2024-04-19,2024,4,P06,Auto Loan,2024-07-02,2024,Tuesday,Purchased,4
C046,62,65901.27,328,Poor,505983.5,10.19,12,Personal,7.677902110232473,0,52265a28-7870-4554-8c36-c7b474619f79,Female,1932.91,Deposit,2024-05-14,2024,5,P050,Savings Account,2024-02-22,2024,Thursday,Clicked,7
C095,70,35529.27,586,Fair,159528.75,11.3,12,Auto,4.490065514996509,0,6244c4db-0fc5-4f27-98fa-dfe3a2a74385,Male,763.38,Deposit,2024-02-27,2024,2,P041,Retirement Savings,2024-11-06,2024,Wednesday,Viewed,9
C082,18,37683.7,611,Fair,518406.69,13.93,36,Mortgage,13.756788478838331,1,a56b0508-1706-4491-803e-7f6f75b8e087,Male,1730.84,Deposit,2024-11-27,2024,11,P038,Recurring Deposit,2024-09-26,2024,Thursday,Clicked,6
C03,20,141624.9,813,Excellent,843584.92,5.44,60,Mortgage,5.9564731908019,0,171f2952-95f3-4881-99b6-c83ad4388b69,Female,823.88,Withdrawal,2024-07-27,2024,7,P022,Short-Term Loan,2024-05-17,2024,Friday,Purchased,8
C085,29,117395.17,589,Fair,662360.21,6.33,24,Education,5.642141921171032,0,24f83624-b130-4dfc-b679-fb057a1080fb,Male,990.98,Withdrawal,2024-08-26,2024,8,P049,Auto Insurance,2024-02-21,2024,Wednesday,Purchased,9
C063,70,76457.95,422,Poor,655776.13,4.69,12,Auto,8.57695151387135,0,f35cf1f7-cbec-4d2c-8feb-18d2fe8dbaca,Female,1944.16,Deposit,2024-07-29,2024,7,P017,Business Credit Line,2024-07-17,2024,Wednesday,Viewed,6
C013,28,101359.11,624,Fair,649087.87,14.29,60,Auto,6.4038434236449,0,ab84f355-a650-4a1a-96c6-15c2de0947b4,Male,1286.63,Withdrawal,2024-12-11,2024,12,P050,Savings Account,2024-07-08,2024,Monday,Viewed,4
C063,45,175825.99,640,Fair,539732.82,14.19,24,Personal,3.069698740214686,0,8385829c-3068-40bb-b147-e2b54df9da03,Female,512.99,Deposit,2024-08-07,2024,8,P042,High-Yield Savings Account,2024-10-06,2024,Sunday,Purchased,6
C013,66,126980.19,597,Fair,646526.8,2.35,12,Business,5.091556407341964,0,55ccba61-09de-4789-90a6-6b0fc7d8d84b,Male,153.09,Withdrawal,2024-08-17,2024,8,P09,Investment Fund,2024-10-10,2024,Thursday,Purchased,4
C047,32,36916.8,445,Poor,525883.96,13.1,24,Auto,14.245112252416241,1,543265b9-082b-499a-9c9c-cd080fcacb80,Female,1719.64,Deposit,2024-08-27,2024,8,P04,Personal Loan,2024-05-10,2024,Friday,Clicked,8
C041,27,151659.86,427,Poor,198468.93,9.12,48,Education,1.3086450824891966,0,171a729e-f640-49f0-b742-ccdf732a7ade,Male,614.52,Deposit,2024-05-01,2024,5,P027,Holiday Loan,2024-03-27,2024,Wednesday,Purchased,4
C099,66,145844.39,330,Poor,630089.9,1.51,36,Business,4.320288905181749,0,0a57283e-7b84-4ee4-b59e-3500a619858d,Female,1445.28,Deposit,2024-07-22,2024,7,P031,Technology Loan,2024-10-16,2024,Wednesday,Viewed,7
C09,31,106099.38,416,Poor,325184.32,11.31,12,Education,3.064903112534682,0,44e0b657-4ba1-47c1-91b4-599d6b3382bf,Female,127.77,Deposit,2024-08-22,2024,8,P020,Gold Loan,2024-10-13,2024,Sunday,Viewed,3
C026,23,133130.08,813,Excellent,303491.88,12.38,60,Business,2.2796642201371773,0,f4e0847f-c342-4215-bec0-7617c0cc16b5,Male,707.61,Deposit,2024-01-23,2024,1,P048,Property Investment,2024-06-10,2024,Monday,Clicked,10
C087,49,22491.09,307,Poor,836669.14,14.96,12,Auto,37.20002632153444,1,b9644efd-c395-477b-a90a-9d7965cdab93,Female,1920.52,Withdrawal,2024-08-02,2024,8,P05,Home Loan,2024-02-21,2024,Wednesday,Clicked,1
C02,69,84459.51,302,Poor,745268.37,12.8,24,Personal,8.823972220535024,0,c64969cd-a3b5-4e0c-b37d-b1a7b733ee4e,Female,1870.28,Deposit,2024-01-07,2024,1,P08,Student Loan,2024-11-09,2024,Saturday,Clicked,10
C023,63,65344.8,386,Poor,177226.42,11.89,12,Mortgage,2.712173271629877,1,cd703735-8534-4316-b954-791b62b07d01,Female,1039.53,Withdrawal,2024-08-01,2024,8,P049,Auto Insurance,2024-10-23,2024,Wednesday,Clicked,2
C06,42,31708.64,643,Fair,972205.8,5.62,48,Business,30.660595976364803,0,cedc688c-4f13-46a3-a393-ccd3f98cac65,Male,1054.95,Deposit,2024-06-08,2024,6,P031,Technology Loan,2024-03-04,2024,Monday,Viewed,7
C085,70,80535.63,393,Poor,783667.88,2.17,36,Education,9.730697829023004,0,b8fea328-f976-489b-894b-c9f5f0955733,Female,1833.74,Withdrawal,2024-11-06,2024,11,P025,Medical Loan,2024-10-09,2024,Wednesday,Viewed,9
C065,19,123042.09,534,Poor,368002.32,12.49,36,Personal,2.990865320964558,0,b139e5c1-02db-4870-b5fa-c3084ba386e1,Female,1106.68,Withdrawal,2024-12-10,2024,12,P031,Technology Loan,2024-07-10,2024,Wednesday,Clicked,5
C019,22,155148.26,726,Good,506158.47,13.5,12,Personal,3.262417960729949,0,b394bacc-9eeb-49c3-b908-1e2d6622b06e,Male,76.45,Withdrawal,2024-07-16,2024,7,P027,Holiday Loan,2024-07-10,2024,Wednesday,Viewed,5
C062,37,47228.75,849,Excellent,597839.42,10.85,48,Business,12.658379059365323,0,d560d711-59b4-4876-9b9f-c325b67987f6,Female,1429.31,Withdrawal,2024-06-25,2024,6,P03,Credit Card,2024-08-07,2024,Wednesday,Clicked,9
C041,25,89700.03,837,Excellent,112066.44,6.68,48,Business,1.2493467393489166,0,7b8f1f05-e8dc-4a56-9c33-a0d0df032f00,Female,1656.06,Withdrawal,2024-11-21,2024,11,P07,Business Loan,2024-02-28,2024,Wednesday,Clicked,4
C025,56,142862.91,499,Poor,493846.89,6.84,24,Education,3.456788679441011,0,e4a85da5-a1c0-405c-b4cb-927be9175ef9,Male,1812.29,Deposit,2024-04-15,2024,4,P023,Long-Term Loan,2024-03-19,2024,Tuesday,Clicked,4
C067,60,166119.8,675,Good,554049.28,9.78,12,Auto,3.3352392670831534,0,b2e26c90-c5cb-42a6-90d2-48982472389e,Female,536.99,Deposit,2024-10-03,2024,10,P037,Fixed Deposit,2024-10-21,2024,Monday,Viewed,1
C088,30,31976.28,844,Excellent,305321.9,14.3,48,Personal,9.54838711695044,0,e064f697-708a-4de1-b17b-e7818302e1b5,Female,989.45,Withdrawal,2024-09-10,2024,9,P017,Business Credit Line,2024-01-24,2024,Wednesday,Clicked,4
C017,70,182407.13,750,Excellent,835037.37,10.27,12,Mortgage,4.577876807776099,0,f3b98bd1-9266-4622-9981-c59905ebd349,Male,1575.33,Withdrawal,2024-07-06,2024,7,P027,Holiday Loan,2024-06-07,2024,Friday,Viewed,7
C017,24,90744.56,806,Excellent,242920.27,13.15,48,Education,2.6769678534999786,0,310a4df1-30c0-42bd-bb2d-3100454eeed7,Female,1082.97,Withdrawal,2024-03-29,2024,3,P046,Child Education Fund,2024-06-10,2024,Monday,Purchased,7
C036,33,22518.4,750,Excellent,101754.29,7.77,36,Auto,4.518717582066221,0,ac83e33c-5376-4684-bd7e-149d678a86d6,Female,309.77,Deposit,2024-06-22,2024,6,P039,Loan Against Property,2024-02-26,2024,Monday,Clicked,7
C092,70,130229.99,495,Poor,985387.69,13.68,36,Auto,7.56651897155179,0,6e981d29-d2bb-4cf6-9a0f-1735efb9d326,Male,1098.35,Deposit,2024-05-03,2024,5,P046,Child Education Fund,2024-09-05,2024,Thursday,Viewed,8
C064,38,35453.73,505,Poor,378887.47,14.3,24,Business,10.686815463422324,0,97a70cf2-affe-4667-8912-4e12abf5cec1,Male,1776.38,Deposit,2024-06-27,2024,6,P049,Auto Insurance,2024-07-17,2024,Wednesday,Clicked,8
C089,19,30229.93,795,Excellent,224708.35,8.78,60,Auto,7.433306990786946,0,75530204-34a6-49e7-9063-9bdbeb936fac,Female,1606.98,Withdrawal,2024-08-06,2024,8,P046,Child Education Fund,2024-01-05,2024,Friday,Clicked,5
C06,18,55054.7,503,Poor,362413.15,4.44,24,Auto,6.582783122966796,0,61aad867-e9a3-4785-b1e5-bb91611d59cb,Female,1216.22,Deposit,2024-07-09,2024,7,P020,Gold Loan,2024-11-12,2024,Tuesday,Viewed,7
C058,47,120153.22,487,Poor,787411.34,6.89,36,Personal,6.553393575303267,0,ffd0260f-fd5b-4ca1-a609-aab5ff1a913b,Male,777.48,Withdrawal,2024-06-25,2024,6,P014,Certificate of Deposit,2024-03-31,2024,Sunday,Purchased,3
C04,56,96105.66,647,Fair,409395.2,12.37,36,Education,4.259844841604543,0,a5b45baf-192a-40dc-a1ea-e59c315d8de9,Male,1512.9,Withdrawal,2024-08-05,2024,8,P021,Cash Credit,2024-04-30,2024,Tuesday,Clicked,8
C024,35,43011.75,323,Poor,389849.45,3.1,12,Business,9.063789545879905,1,ceecf6df-4029-4412-9385-2227d8316ed9,Female,738.7,Withdrawal,2024-01-18,2024,1,P047,Healthcare Savings,2024-08-24,2024,Saturday,Purchased,3
C076,67,68812.85,590,Fair,318386.49,1.49,36,Auto,4.626846439291498,0,0b1a2635-7b07-4ce7-9c7d-cf6f5c844016,Female,1474.85,Withdrawal,2024-03-14,2024,3,P029,Small Business Loan,2024-06-08,2024,Saturday,Viewed,9
C071,44,172503.26,603,Fair,502024.41,2.93,36,Auto,2.910231435626202,0,e4a107a2-9f4d-4863-bba2-df78cafb0f19,Male,56.49,Withdrawal,2024-09-01,2024,9,P011,Insurance Policy,2024-02-07,2024,Wednesday,Clicked,4
C078,63,162322.1,545,Poor,875057.36,9.3,12,Auto,5.3908701279739475,0,2f4724bd-0959-4947-952a-2082e5d7e4c7,Female,713.81,Deposit,2023-12-25,2023,12,P027,Holiday Loan,2024-11-19,2024,Tuesday,Clicked,1
C09,51,109463.0,693,Good,550637.34,11.16,36,Business,5.030351260243187,1,92fdd210-263e-4030-943e-1bdccb051e62,Female,819.25,Withdrawal,2024-04-13,2024,4,P029,Small Business Loan,2024-07-21,2024,Sunday,Viewed,3
C071,47,21208.31,564,Poor,156385.54,5.54,60,Auto,7.37378603009858,1,df937c51-754d-4b3a-b104-8c1231ab8d76,Female,877.88,Withdrawal,2024-04-01,2024,4,P050,Savings Account,2024-09-06,2024,Friday,Clicked,4
C093,36,198049.48,689,Good,509232.53,9.09,48,Education,2.5712389146389074,0,777a7192-695d-478f-8833-0593c22cd9d4,Female,1766.22,Withdrawal,2024-11-27,2024,11,P040,Gold Investment,2024-03-23,2024,Saturday,Purchased,8
C083,19,42278.61,817,Excellent,394992.05,3.46,12,Mortgage,9.342597829020395,0,3988d812-c01e-4582-8b69-ff99e930b1f8,Female,1619.33,Deposit,2024-01-04,2024,1,P013,Bond,2024-10-12,2024,Saturday,Purchased,9
C022,66,22138.93,766,Excellent,668933.19,3.37,24,Education,30.2152448198716,0,faa32659-6deb-4720-9712-ee3acbc9707c,Male,91.76,Withdrawal,2024-09-22,2024,9,P023,Long-Term Loan,2024-06-22,2024,Saturday,Viewed,2
C0100,40,133145.14,718,Good,873873.61,10.58,24,Business,6.563315867180731,0,2042c7cd-58a5-4424-896b-10d7c454ef49,Male,1094.03,Withdrawal,2024-11-23,2024,11,P017,Business Credit Line,2024-07-16,2024,Tuesday,Clicked,4
C094,67,163905.25,420,Poor,191999.11,1.41,48,Auto,1.171403051458083,0,aeb90ec7-1815-4459-a5b3-eea2a8afe604,Female,52.84,Withdrawal,2024-07-31,2024,7,P034,Stock Investment,2024-06-11,2024,Tuesday,Viewed,7
C063,44,24805.67,561,Poor,250498.78,13.84,36,Mortgage,10.098448459565898,0,a095385b-6647-4e35-b59c-558eedcdb249,Female,559.12,Withdrawal,2024-04-16,2024,4,P06,Auto Loan,2024-01-15,2024,Monday,Clicked,6
